Date,Open,High,Low,Close,Volume
2015-11-13,0.008158603683114052,0.008164464496076107,0.00814113486558199,0.008159268647432327,0
2015-11-16,0.008176547475159168,0.008176547475159168,0.00811918918043375,0.008172338828444481,0
2015-11-17,0.008112931624054909,0.008118201047182083,0.008098740130662918,0.008112536743283272,0
2015-11-18,0.008101101964712143,0.008115565404295921,0.008093299344182014,0.008100773207843304,0
2015-11-19,0.008096247911453247,0.008143388666212559,0.00809395406395197,0.008095527067780495,0
2015-11-20,0.008136696182191372,0.008147635497152805,0.008127570152282715,0.008135901764035225,0
2015-11-23,0.008135372772812843,0.008143322542309761,0.00811365619301796,0.00813517440110445,0
2015-11-24,0.008133718743920326,0.008171403780579567,0.008133718743920326,0.008135703392326832,0
2015-11-25,0.00816226564347744,0.008179958909749985,0.008136828429996967,0.008162932470440865,0
2015-11-26,0.00815161969512701,0.008163264952600002,0.00815068930387497,0.008151288144290447,0
2015-11-27,0.00815461203455925,0.008175612427294254,0.008145179599523544,0.00815434567630291,0
2015-11-30,0.008141996338963509,0.008151288144290447,0.008113458752632141,0.008141333237290382,0
2015-12-01,0.008116883225739002,0.008152617141604424,0.008112141862511635,0.008116224780678749,0
2015-12-02,0.00813603401184082,0.008141068741679192,0.008101035840809345,0.008135703392326832,0
2015-12-03,0.008115565404295921,0.008137689903378487,0.008093823678791523,0.008115170523524284,0
2015-12-04,0.0081539461389184,0.008165931329131126,0.00810707826167345,0.008153081871569157,0
2015-12-07,0.00811727810651064,0.008120178245007992,0.008099133148789406,0.008117541670799255,0
2015-12-08,0.008110299706459045,0.0081484979018569,0.00810911599546671,0.008111615665256977,0
2015-12-09,0.008134710602462292,0.008207215927541256,0.008127636276185513,0.008135901764035225,0
2015-12-10,0.00821753405034542,0.008246810175478458,0.008206676691770554,0.008216926828026772,0
2015-12-11,0.008216723799705505,0.008274652063846588,0.008182636462152004,0.008216251619160175,0
2015-12-14,0.008272393606603146,0.008288574405014515,0.008241509087383747,0.008271778002381325,0
2015-12-15,0.008256274275481701,0.008292148821055889,0.008215307258069515,0.008258320391178131,0
2015-12-16,0.008218885399401188,0.008224360644817352,0.008191014640033245,0.00821861531585455,0
2015-12-17,0.00816453155130148,0.008181431330740452,0.00814597588032484,0.008165732026100159,0
2015-12-18,0.008166264742612839,0.008258320391178131,0.008107735775411129,0.008166599087417126,0
2015-12-21,0.008244498632848263,0.008260366506874561,0.008230723440647125,0.008244022727012634,0
2015-12-22,0.008250348269939423,0.00828301440924406,0.008244022727012634,0.00825041625648737,0
2015-12-23,0.008262619376182556,0.008276775479316711,0.008261390961706638,0.00826241448521614,0
2015-12-24,0.008268563076853752,0.008316008374094963,0.008267947472631931,0.008268904872238636,0
2015-12-25,0.008310824632644653,0.008330625481903553,0.008310755714774132,0.008321544155478477,0
2015-12-28,0.008316284976899624,0.008316700346767902,0.008290155790746212,0.008317322470247746,0
2015-12-29,0.008310134522616863,0.008318083360791206,0.008299443870782852,0.00830909889191389,0
2015-12-30,0.008296758867800236,0.00830909889191389,0.008289812132716179,0.008296758867800236,0
2015-12-31,0.008302200585603714,0.008333055302500725,0.008299443870782852,0.008302200585603714,0
2016-01-01,0.008313381113111973,0.008313381113111973,0.008313381113111973,0.008313381113111973,0
2016-01-04,0.0083113769069314,0.00842318031936884,0.008302338421344757,0.008311792276799679,0
2016-01-05,0.008370022289454937,0.00841743778437376,0.008355614729225636,0.008370512165129185,0
2016-01-06,0.008396306075155735,0.008455944247543812,0.00839278195053339,0.008396164514124393,0
2016-01-07,0.008431063033640385,0.008520500734448433,0.00842083990573883,0.008430992253124714,0
2016-01-08,0.008508466184139252,0.008509769104421139,0.008423889987170696,0.0085077416151762,0
2016-01-11,0.008541679009795189,0.00854635052382946,0.008475150913000107,0.0085411686450243,0
2016-01-12,0.008497548289597034,0.008529512211680412,0.008471417240798473,0.00849978718906641,0
